8.850000000000000000e+03	-1.438561943376126528e+01	3.712755561812139504e+00
8.850200000000000728e+03	-1.441489895727843162e+01	3.712755561812139504e+00
8.850400000000001455e+03	-1.443280253247895395e+01	3.712755561812139504e+00
8.850600000000002183e+03	-1.444698014149601839e+01	3.712755561812139504e+00
8.850800000000002910e+03	-1.445932868634644386e+01	3.712755561812139504e+00
8.851000000000003638e+03	-1.447060048046616565e+01	3.712755561812139504e+00
8.851200000000004366e+03	-1.448116829236227687e+01	3.712755561812139504e+00
8.851400000000005093e+03	-1.449124306045132826e+01	3.712755561812139504e+00
8.851600000000005821e+03	-1.450095520866672771e+01	3.712755561812139504e+00
8.851800000000006548e+03	-1.451039063964967291e+01	3.712755561812139504e+00
8.852000000000007276e+03	-1.451960865686304203e+01	3.712755561812139504e+00
8.852200000000008004e+03	-1.452865169769668796e+01	3.712755561812139504e+00
8.852400000000008731e+03	-1.453755098574214877e+01	3.712755561812139504e+00
8.852600000000009459e+03	-1.454632999146356553e+01	3.712755561812139504e+00
8.852800000000010186e+03	-1.455500664491681739e+01	3.712755561812139504e+00
8.853000000000010914e+03	-1.456359480122723760e+01	3.712755561812139504e+00
8.853200000000011642e+03	-1.457210524027021314e+01	3.712755561812139504e+00
8.853400000000012369e+03	-1.458054636544375349e+01	3.712755561812139504e+00
8.853600000000013097e+03	-1.458892470168946787e+01	3.712755561812139504e+00
8.853800000000013824e+03	-1.459724525655174965e+01	3.712755561812139504e+00
8.854000000000014552e+03	-1.460551178410396567e+01	3.712755561812139504e+00
8.854200000000015280e+03	-1.461372697997673242e+01	3.712755561812139504e+00
8.854400000000016007e+03	-1.462189262451732219e+01	3.712755561812139504e+00
8.854600000000016735e+03	-1.463000968757147824e+01	3.712755561812139504e+00
8.854800000000017462e+03	-1.463807840287442907e+01	3.712755561812139504e+00
8.855000000000018190e+03	-1.464609831832457232e+01	3.712755561812139504e+00
8.855200000000018917e+03	-1.465406832588354114e+01	3.712755561812139504e+00
8.855400000000019645e+03	-1.466198667439691405e+01	3.712755561812139504e+00
8.855600000000020373e+03	-1.466985096590077831e+01	3.712755561812139504e+00
8.855800000000021100e+03	-1.467765813729589830e+01	3.712755561812139504e+00
8.856000000000021828e+03	-1.468540442605698892e+01	3.712755561812139504e+00
8.856200000000022555e+03	-1.469308532007958767e+01	3.712755561812139504e+00
8.856400000000023283e+03	-1.470069548929850711e+01	3.712755561812139504e+00
8.856600000000024011e+03	-1.470822869664811527e+01	3.712755561812139504e+00
8.856800000000024738e+03	-1.471567768450513292e+01	3.712755561812139504e+00
8.857000000000025466e+03	-1.472303403098428376e+01	3.712755561812139504e+00
8.857200000000026193e+03	-1.473028796931669682e+01	3.712755561812139504e+00
8.857400000000026921e+03	-1.473742815915941762e+01	3.712755561812139504e+00
8.857600000000027649e+03	-1.474444139661186171e+01	3.712755561812139504e+00
8.857800000000028376e+03	-1.475131224229528293e+01	3.712755561812139504e+00
8.858000000000029104e+03	-1.475802253950243070e+01	3.712755561812139504e+00
8.858200000000029831e+03	-1.476455077977919750e+01	3.712755561812139504e+00
8.858400000000030559e+03	-1.477087125474039198e+01	3.712755561812139504e+00
8.858600000000031287e+03	-1.477695289650477761e+01	3.712755561812139504e+00
8.858800000000032014e+03	-1.478275765375800255e+01	3.712755561812139504e+00
8.859000000000032742e+03	-1.478823814905338274e+01	3.712755561812139504e+00
8.859200000000033469e+03	-1.479333417333245393e+01	3.712755561812139504e+00
8.859400000000034197e+03	-1.479796720142429400e+01	3.712755561812139504e+00
8.859600000000034925e+03	-1.480203130721966076e+01	3.712755561812139504e+00
8.859800000000035652e+03	-1.480537694930158565e+01	3.712755561812139504e+00
8.860000000000036380e+03	-1.480777891194389895e+01	3.712755561812139504e+00
8.860200000000037107e+03	-1.480886265616173603e+01	3.712755561812139504e+00
